gbs_customer_number,gbs_customer_name,risk_class,gbs_payment_term,order_number,invoice_number,item_family_name,item_product_type,collector_code,gbs_document_date,gbs_due_date,gbs_clearing_date,payment_days,days_to_pay,customer,gbs_amount_paid,bill_location_country_cd,ship_type,order_type_description,route_description,sales_rep_name,business_unit,reason_coding,invc_rjctn_sts,invc_rjctn_desc,trx_type,amnt_categ,product_category,biczincotrm
JP10_1003870544,TECHMATRIX CORPORATION,LOW,EO10,320056536.0,4000090326,,SOFTWARE,JP001,2016-10-13 00:00:00,2016-11-30 00:00:00,2016-11-30 00:00:00,0.0,48.0,Good,4752,JP,Air,EMC Std. Sales Order,UPS WW Express Saver,,JP10,,,,,Low Pay,Product PS Level 2,Bill Recipient
IE10_1000348240,TATA ELXSI LIMITED,HLD,NT07,70188579.0,3700159650,,CS HARDWARE,IE007,2016-02-19 00:00:00,2016-03-20 00:00:00,2017-05-25 00:00:00,431.0,30.0,Bad,871,IN,,EMC11i Field Service,,,IE10,,0.0,,MANUAL EXCEL,Low Pay,FSTM,
IE10_1000491380,BESTCOM INFOTECH CORP.,NEW,PP00,310033954.0,3700163982,UNIFIED,SOFTWARE,TW001,2016-03-31 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,0.0,0.0,Good,47138,TW,,EMC Std. Sales Order,,"LIAO, DENNIS",IE10,,0.0,,INTERNAL - FULLY PROCESSED,Low Pay,Product PS level 1,Ex Works
KR11_1000253185,"LG N-SYS CO., LTD",LOW,LC08,30323916.0,2230009179,UNIFIED,SOFTWARE,KH001,2015-05-20 00:00:00,2015-08-28 00:00:00,2015-06-15 00:00:00,-74.0,100.0,Good,15300,KR,Air,EMC Std. Sales Order,IE to KR - 4 - 6 Day Air MIT CORK,"HAN, GYUDON",KR11,,,,,Low Pay,Product PS level 1,Ex Works
KR11_1000304112,GREENBELL SYSTEMS INC.,HI,LC08,30764511.0,2230011377,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,KR001,2016-01-12 00:00:00,2016-04-21 00:00:00,2016-01-15 00:00:00,-96.0,100.0,Good,42751,KR,,EMC Std. Sales Order,,"YOO, KEEWOONG",KR11,,0.0,,INTERNAL - FULLY PROCESSED,Low Pay,Product PS level 1,Ex Works
JP10_1000107957,"DAIWABO INFORMATION SYSTEM CO., LTD.",LOW,EO10,310510178.0,4000112719,RECOVERPOINTSW,SOFTWARE,JP001,2018-03-23 00:00:00,2018-04-30 00:00:00,2018-04-27 00:00:00,-3.0,38.0,Good,35905,JP,,EMC Std. Sales Order,,"KOBAYASHI, KANA",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
CN10_1000493010,GREAT WALL COMPUTER SOFTWARE & SYSTEMS INC,NEW,NT07,,MA-BJ15029-02,,,CN001,2015-12-28 00:00:00,2016-01-27 00:00:00,2015-12-28 00:00:00,-30.0,30.0,Good,32279,,,,,,CN10,,,,,Low Pay,,
HK10_1000223403,AUTOMATED SYSTEMS (HK) LTD. - PLD,LOW,NT07,40602884.0,3600011877,CUSTOMER SERVICE,CS HARDWARE,HK001,2015-12-23 00:00:00,2016-01-22 00:00:00,2015-12-31 00:00:00,-22.0,30.0,Good,121795,HK,,Service and Maint.,,"LAM, JOYCE",HK10,,0.0,,PROCESSED,High Pay,RENEWAL,
JP10_1000114916,TECHMATRIX CORPORATION,LOW,EO10,40531383.0,4000065851,,CS SOFTWARE,JP001,2015-07-07 00:00:00,2015-08-30 00:00:00,2015-08-31 00:00:00,1.0,54.0,Good,312,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Bill Recipient
JP10_1000156426,CANON SOFTWARE INC.,LOW,EO10,30570697.0,4000058192,,SOFTWARE,JP001,2015-02-18 00:00:00,2015-03-30 00:00:00,2015-02-27 00:00:00,-30.0,40.0,Good,854,JP,,EMC Std. Sales Order,,,JP10,,,,,Low Pay,Product PS Level 2,Bill Sender and Add
PH10_1000265190,"MSI ECS PHILS., INC",RED,,310534433.0,1250004722,VXRAIL,HARDWARE,PH001,2018-07-11 00:00:00,2018-07-11 00:00:00,2018-07-31 00:00:00,20.0,0.0,Bad,-14460,PH,,EMC Std. Sales Order,,"SAMPATON, HENLIE",PH10,,,,,Low Pay,Product PS level 1,Ex Works
IE10_1000359334,"ECDATA INFORMATION TECHNOLOGY CO.,LTD.",LOW,LC07,310249127.0,3700188492,ISILON,SOFTWARE,CN001,2016-12-28 00:00:00,2017-03-08 00:00:00,2017-03-17 00:00:00,8.0,70.0,Good,111593,CN,,EMC Std. Sales Order,,"XU, HUIMING",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
KR10_1000044556,"AZWELL CO.,LTD.",LOW,NT07,40578555.0,4700018835,CUSTOMER SERVICE,CS SOFTWARE,KR001,2015-10-25 00:00:00,2015-11-24 00:00:00,2015-11-30 00:00:00,6.0,30.0,Good,2383,KR,,Service and Maint.,,,KR10,,0.0,,PROCESSED,Low Pay,RENEWAL,
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,NT07,310024759.0,3700162161,,CS HARDWARE,CN001,2016-03-21 00:00:00,2016-04-20 00:00:00,2016-03-22 00:00:00,-29.0,30.0,Good,106973,CN,,EMC Std. Sales Order,,"WANG, ZHONGNAN",IE10,,0.0,,PROCESSED,High Pay,Product PS level 1,Carriage and insurance paid to
SG10_1000036621,HCL SINGAPORE PTE LIMITED,HLD,NT12,30717692.0,4500012982,CUSTOMER SERVICE,CS HARDWARE,SG002,2015-10-24 00:00:00,2015-12-24 00:00:00,2015-12-29 00:00:00,5.0,61.0,Good,818485,SG,,EMC Std. Sales Order,,"CHIN, KAHSENG",SG10,,0.0,,CBI,High Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000239608,SCSK CORPORATION,LOW,EO10,30760820.0,4000074870,RECOVERPOINTSW,SOFTWARE,JP001,2015-12-25 00:00:00,2016-01-30 00:00:00,2016-01-29 00:00:00,-1.0,36.0,Good,49620,JP,,EMC Std. Sales Order,,,JP10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Delivered Duty Paid
KR10_1000722221,SMT INFORMATION TECHNOLOGY,HI,NT07,40793068.0,4700029310,SYMMETRIX,CS HARDWARE,KR001,2017-06-30 00:00:00,2017-07-30 00:00:00,2017-07-20 00:00:00,-10.0,30.0,Good,1320,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,
MY10_1000374922,DIMENSION DATA (MALAYSIA) SDN. BHD,HI,NT12,310004080.0,4200007031,UNIFIED,HARDWARE,MY001,2016-04-14 00:00:00,2016-06-14 00:00:00,2016-07-08 00:00:00,24.0,61.0,Bad,4437,MY,Truck,EMC Std. Sales Order,IE to MY - 5 - 7 Day Ground Direct,"MAURICE, ADRIAN",MY10,,0.0,,CBI,Low Pay,Product PS Level 2,Ex Works
HK10_1000215013,VOCATIONAL TRAINING COUNCIL,HI,,, H1603-177,,,HK001,2016-03-17 00:00:00,2016-03-17 00:00:00,2016-03-18 00:00:00,1.0,0.0,Good,-23476,,,,,,HK10,,,,,Low Pay,,
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,NT07,310237245.0,3700188921,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,CN001,2016-12-30 00:00:00,2017-01-29 00:00:00,2017-01-19 00:00:00,-10.0,30.0,Good,3000,CN,,EMC Std. Sales Order,,"ZHAO, ANDREW",IE10,,,,,Low Pay,PS Level 2,Carriage and insurance paid to
JP10_1000240763,SUBARU IT CREATIONS CORPORATION,LOW,,,TW1511006,,,JP001,2015-11-30 00:00:00,2015-11-30 00:00:00,2015-11-30 00:00:00,0.0,0.0,Good,-244,,,,,,JP10,,,,,Low Pay,,
KR10_1000329327,"AZWELL PLUS CO.,LTD",HI,NT07,40474264.0,4700014910,SYMMETRIX,CS HARDWARE,KR001,2015-02-25 00:00:00,2015-03-27 00:00:00,2015-03-31 00:00:00,4.0,30.0,Good,489,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,"Costs, insurance & freight"
JP10_1004087196,NETWORLD CORPORATION,NEW,AR90,310545943.0,4000115312,UNIFIED,SOFTWARE,JP001,2018-05-14 00:00:00,2018-08-12 00:00:00,2018-06-15 00:00:00,-58.0,90.0,Good,39115,JP,,EMC Std. Sales Order,,"HAMADA, TAKASHI",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
IE10_1003809832,DIGITAL CHINA DATA SERVICES (HK) LIMITED,HI,NT10,310109622.0,3700176478,SYMMETRIX,SOFTWARE,CN001,2016-08-29 00:00:00,2016-10-13 00:00:00,2016-10-31 00:00:00,18.0,45.0,Bad,147958,CN,,EMC Std. Sales Order,,"LI, ALEX",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310159021.0,3700179339,VPLEX,SOFTWARE,CN001,2016-09-28 00:00:00,2016-12-07 00:00:00,2016-12-19 00:00:00,12.0,70.0,Good,67194,CN,,EMC Std. Sales Order,,"CHEN, FEI",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
HK10_1000056213,SYNNEX TECHNOLOGY INTERNATIONAL (HK) LTD,LOW,NT07,310268190.0,3600014206,,CS HARDWARE,HK001,2017-02-09 00:00:00,2017-03-11 00:00:00,2017-03-22 00:00:00,10.0,30.0,Good,66000,HK,,Contract Eval,,"TSANG, SUNNY",HK10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
SG10_1000129005,PTC SYSTEM (S) PTE LTD,HI,,,17313088373170,,,SG001,2017-11-09 00:00:00,2017-11-09 00:00:00,2017-11-14 00:00:00,5.0,0.0,Good,-308837,,,,,,SG10,,,,,Low Pay,,
CN10_1003923605,"SU ZHOU INDUSTRIAL PARK JIODATA INFO TECH CO., LTD",NEW,,,CNSW000001002,,,CN002,2017-09-08 00:00:00,2017-09-08 00:00:00,2017-09-10 00:00:00,2.0,0.0,Good,-2731,,,,,,CN10,,,,,Low Pay,,
TH10_1004136504,SIS DISTRIBUTION (THAILAND) PUBLIC COMPANY LIMITED,NEW,NT12,310367366.0,1210006040,UNIFIED,HARDWARE,TH001,2017-10-03 00:00:00,2017-12-02 00:00:00,2017-10-17 00:00:00,-46.0,60.0,Good,154093,TH,Air,EMC Std. Sales Order,IE to TH - 4 - 6 Day Air MIT CORK,"SAWANGWISARN, PANUWAT",TH10,,,,,High Pay,Product PS level 1,Ex Works
JP10_1000222550,"NET ONE SYSTEMS CO., LTD.",LOW,EO10,40846253.0,4000107974,CUSTOMER SERVICE,CS HARDWARE,JP001,2017-11-19 00:00:00,2017-12-30 00:00:00,2017-12-28 00:00:00,-2.0,41.0,Good,2748,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
IE10_1000344970,INGRAM MICRO INDIA PRIVATE LIMITED SINGAPORE BRANCH,HLD,NT07,310256761.0,3700196006,DATADOMAIN,SOFTWARE,IE007,2017-03-31 00:00:00,2017-04-30 00:00:00,2017-05-31 00:00:00,31.0,30.0,Bad,79185,SG,,EMC Std. Sales Order,,"GERA AGRAWAL, MEENAXI",IE10,,,,,High Pay,Product PS level 1,Ex Works
AU12_1004148851,THOMAS DURYEA LOGICALIS PTY LTD,NEW,NT12,40807770.0,2700055000,CUSTOMER SERVICE,CS HARDWARE,AU001,2017-07-27 00:00:00,2017-09-25 00:00:00,2017-08-10 00:00:00,-46.0,60.0,Good,1439,AU,,Service and Maint.,,,AU12,,,,,Low Pay,RENEWAL,
CN10_1000385564,DIGITAL CHINA ADVANCED SYSTEMS SERVICES LIMITED,NEW,,,SW1505-46,,,CN002,2015-05-15 00:00:00,2015-05-15 00:00:00,2015-05-19 00:00:00,4.0,0.0,Good,-322341,,,,,,CN10,,,,,Low Pay,,
AU12_1000264122,INGRAM MICRO PTY LTD,NEW,NT07,310254500.0,2700051155,BACKUP AND RECOVERY,HARDWARE,AU001,2017-02-02 00:00:00,2017-03-04 00:00:00,2017-04-07 00:00:00,33.0,30.0,Bad,127455,AU,Truck,EMC Std. Sales Order,IE to AUNSW - 5 - 7 Day Ground Direct,"WILLOUGHBY, LEWIS",AU12,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
AU12_1000576961,MERCER (AUSTRALIA) PTY LTD,MED,NT07,30572669.0,2700034258,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,AU002,2015-02-04 00:00:00,2015-03-06 00:00:00,2015-03-26 00:00:00,19.0,30.0,Bad,973,AU,,EMC Std. Sales Order,,"DANKNER, ROYI",AU12,,,,,Low Pay,Professional Service,Carriage and insurance paid to
KR11_1000033899,"KOLON BENIT CO.,LTD",HI,,310403652.0,2230016601,CUSTOMER SERVICE,CS SOFTWARE,KH001,2017-09-12 00:00:00,2017-12-11 00:00:00,2017-10-12 00:00:00,-60.0,90.0,Good,-50163,KR,,EMC Std. Sales Order,,"EOM, SAMYONG",KR11,,,,,Low Pay,Product PS level 1,Ex Works
JP10_1003934697,YAHOO JAPAN CORPORATION,GRN,,,YNS1807021-1,,,JP001,2018-07-13 00:00:00,2018-07-13 00:00:00,2018-07-13 00:00:00,0.0,0.0,Good,-154913,,,,,,JP10,,,,,Low Pay,,
KR10_1000301360,CYBER TECH,MED,NT07,40805075.0,4700029877,SYMMETRIX,CS HARDWARE,KR001,2017-07-26 00:00:00,2017-08-25 00:00:00,2017-08-31 00:00:00,6.0,30.0,Good,1705,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,
MY10_1000196640,DELL GLOBAL BUSINESS CENTER SDN BHD,EXL,DELL,30648335.0,4200005127,CUSTOMER SERVICE,CS HARDWARE,MY001,2015-06-16 00:00:00,2015-08-29 00:00:00,2015-06-24 00:00:00,-66.0,74.0,Good,104761,MY,,EMC Std. Sales Order,,,MY10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
CN10_1003808194,"JOYOU DATA TECHNOLOGY LTD.,CO",HI,NT13,310080093.0,1050010286,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,CN002,2017-07-27 00:00:00,2017-08-03 00:00:00,2017-08-28 00:00:00,25.0,7.0,Bad,8868,CN,,EMC Std. Sales Order,,"ZHANG, TONY",CN10,,,,,Low Pay,PS Level 2,Carriage and insurance paid to
KR11_1000361168,INTECH & COMPANY,LOW,LC08,30773746.0,2230011268,,HARDWARE,KH001,2015-12-30 00:00:00,2016-04-08 00:00:00,2016-01-12 00:00:00,-86.0,100.0,Good,122603,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"SHIN, WOO CHUL",KR11,,0.0,,INTERNAL - FULLY PROCESSED,High Pay,Product PS level 1,Ex Works
JP10_1000242007,FUJITSU FSAS INC.,LOW,EO10,40515138.0,4000064331,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-06-04 00:00:00,2015-07-30 00:00:00,2015-07-24 00:00:00,-6.0,56.0,Good,24,JP,,Service and Maint.,,"TAKAHASHI, YUSUKE",JP10,,,,,Low Pay,RENEWAL,
AU12_1000692339,AUSTRALIA POST,NEW,NT07,310219590.0,2700049612,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,AU001,2016-11-27 00:00:00,2016-12-27 00:00:00,2016-12-26 00:00:00,-1.0,30.0,Good,188308,AU,,EMC Std. Sales Order,,"SHAH, NICK",AU12,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
SG10_1000603342,TECH DATA ADVANCED SOLUTIONS (SINGAPORE) PTE LTD,NEW,NT07,310161648.0,4500016142,CUSTOMER SERVICE,CS HARDWARE,SG002,2016-09-29 00:00:00,2016-10-29 00:00:00,2016-11-04 00:00:00,6.0,30.0,Good,21255,SG,,EMC Std. Sales Order,,"SIM, YORKSENG",SG10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310254854.0,3700188651,CUSTOMER SERVICE,CS HARDWARE,CN001,2016-12-29 00:00:00,2017-03-09 00:00:00,2017-03-23 00:00:00,13.0,70.0,Good,14882,CN,,EMC Std. Sales Order,,"LEI, ANLI",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
SG10_1003826038,BLOOMBERG SINGAPORE PTE. LTD.,HI,,,16344269210123,,,SG001,2016-12-09 00:00:00,2016-12-09 00:00:00,2016-12-09 00:00:00,0.0,0.0,Good,-26921,,,,,,SG10,,,,,Low Pay,,
JP10_1000242020,NETWORLD CORPORATION,LOW,EO14,310289370.0,4000098537,DATADOMAIN,HARDWARE,JP001,2017-04-07 00:00:00,2017-06-29 00:00:00,2017-05-31 00:00:00,-29.0,83.0,Good,13677,JP,Air,EMC Std. Sales Order,IE to JP - 4 - 6 Day Air MIT JAPAN,"QUOTA HOUSE, JAPAN",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
SG10_1000603342,TECH DATA ADVANCED SOLUTIONS (SINGAPORE) PTE LTD,NEW,NT07,310161648.0,4500016142,CUSTOMER SERVICE,CS SOFTWARE,SG002,2016-09-29 00:00:00,2016-10-29 00:00:00,2016-11-04 00:00:00,6.0,30.0,Good,21255,SG,,EMC Std. Sales Order,,"SIM, YORKSENG",SG10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
SG10_1000203851,DIMENSION DATA (SINGAPORE) PTE LTD,HI,NT12,310043263.0,4500014657,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,SG002,2016-04-21 00:00:00,2016-06-20 00:00:00,2016-07-04 00:00:00,14.0,60.0,Good,28627,SG,,EMC Std. Sales Order,,"QUOTA HOUSE, SINGAPORE",SG10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000239608,SCSK CORPORATION,LOW,EO10,30570297.0,4000058290,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-02-20 00:00:00,2015-03-30 00:00:00,2015-03-31 00:00:00,1.0,38.0,Good,51643,JP,,EMC Std. Sales Order,,,JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
JP10_1000320010,"MARUBENI INFORMATION SYSTEMS CO.,LTD.",LOW,EO14,40830554.0,4000106201,CUSTOMER SERVICE,CS HARDWARE,JP001,2017-10-04 00:00:00,2017-12-30 00:00:00,2017-12-28 00:00:00,-2.0,87.0,Good,351,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,
IE10_1003904644,DIMENSION DATA INDIA PRIVATE LIMITED,NEW,,310063759.0,3700169472,AVAMAR SW,SOFTWARE,IN001,2017-04-30 00:00:00,2017-04-30 00:00:00,2017-11-03 00:00:00,187.0,0.0,Bad,-9580,IN,,EMC Std. Sales Order,,"ANANTHA, KRISHNA",IE10,,,,,Low Pay,Product PS level 1,Ex Works
JP10_1000219529,"AOZORA BANK, LTD.",LOW,EO10,40526739.0,4000065710,,CS SOFTWARE,JP001,2015-06-30 00:00:00,2015-07-30 00:00:00,2015-07-08 00:00:00,-22.0,30.0,Good,2375,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Bill Sender and Add
MY10_1000586846,PETRONAS ICT SDN BHD,HI,,,0100002054519705,,,MY001,2016-08-04 00:00:00,2016-08-04 00:00:00,2016-08-04 00:00:00,0.0,0.0,Good,-32139,,,,,,MY10,,,,,Low Pay,,
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,30736621.0,4000072961,UNIFIED,SOFTWARE,JP001,2015-11-17 00:00:00,2016-01-29 00:00:00,2015-12-30 00:00:00,-30.0,73.0,Good,26964,JP,,EMC Std. Sales Order,,,JP10,,0.0,,PROCESSED,Low Pay,Product PS Level 2,Delivered Duty Paid
JP10_1000500766,"NET ONE SYSTEMS CO., LTD.",LOW,,,ZY1502025-2U,,,JP001,2015-02-27 00:00:00,2015-02-27 00:00:00,2015-03-16 00:00:00,16.0,0.0,Bad,-32112,,,,,,JP10,,,,,Low Pay,,
JP10_1000373638,IDC FRONTIER INC.,MED,EO10,310221058.0,4000093072,CLARIION,HARDWARE,JP001,2016-12-14 00:00:00,2017-01-30 00:00:00,2017-01-31 00:00:00,1.0,47.0,Good,53137,JP,,Contract Eval,,"ARAI, TAKAFUMI",JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
IE10_1000227609,WIPRO LIMITED,HI,,40590710.0,3700151354,CUSTOMER SERVICE,CS SOFTWARE,IE007,2016-02-24 00:00:00,2016-02-24 00:00:00,2016-03-28 00:00:00,32.0,0.0,Bad,-4050,IN,,Service and Maint.,,,IE10,,0.0,,PROCESSED,Low Pay,RENEWAL,Bill Sender and Add
AU12_1000247859,DEPT OF IMMIGRATION AND BORDER PROTECTION,HI,NT07,30627620.0,2700036736,CLARIION,HARDWARE,AU001,2015-05-26 00:00:00,2015-07-22 00:00:00,2015-07-21 00:00:00,-1.0,57.0,Good,44863,AU,Truck,Contract Eval,IE to AUACT - 5 - 7 Day Ground Direct,"BROWNE, STEPHEN",AU12,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310068585.0,3700170166,SYMMETRIX,SOFTWARE,CN001,2016-06-20 00:00:00,2016-08-29 00:00:00,2016-08-31 00:00:00,2.0,70.0,Good,105327,CN,,EMC Std. Sales Order,,"WANG, IVAN",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000237135,NU SKIN JAPAN CO. LTD.,HI,EO10,40554935.0,4000068876,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-09-04 00:00:00,2015-10-30 00:00:00,2015-11-02 00:00:00,3.0,56.0,Good,258,JP,,Service and Maint.,,"OSANAI, EIICHI",JP10,,0.0,,PROCESSED,Low Pay,RENEWAL,
KR11_1000709390,"TECHDATA CO., LTD.",HI,LC08,50262851.0,2230013130,RECOVERPOINTSW,SOFTWARE,KH001,2016-08-19 00:00:00,2016-08-19 00:00:00,2016-08-20 00:00:00,1.0,0.0,Good,-1280,KR,,EMC Credit Memo Req,,"HAN, GYUDON",KR11,,,,,Low Pay,PPM Maint,Ex Works
SG10_1000354900,VSTECS (SINGAPORE) PTE. LTD,MED,NT07,30639968.0,4500011842,UNIFIED,SOFTWARE,SG001,2015-06-19 00:00:00,2015-07-19 00:00:00,2015-08-04 00:00:00,16.0,30.0,Bad,46884,SG,,EMC Std. Sales Order,,,SG10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000033899,"KOLON BENIT CO.,LTD",HI,LC08,30416602.0,2230009989,TIMEFINDER,SOFTWARE,KH001,2015-08-18 00:00:00,2015-11-26 00:00:00,2015-08-18 00:00:00,-100.0,100.0,Good,310000,KR,,EMC Std. Sales Order,,"NAM, SUNGHYUN",KR11,,0.0,,PROCESSED,High Pay,Product PS level 1,Ex Works
IE10_1000652350,"CHANGHONG IT (HONGKONG) INFORMATION PRODUCTS CO., LIMITED",LOW,LC07,30759862.0,3700153345,CUSTOMER SERVICE,CS SOFTWARE,CN001,2015-12-16 00:00:00,2016-02-24 00:00:00,2016-03-10 00:00:00,15.0,70.0,Good,29500,HK,,EMC Std. Sales Order,,"JIANG, PEIFENG",IE10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000253185,"LG N-SYS CO., LTD",LOW,LC08,30760639.0,2230011214,CLARIION,HARDWARE,KH001,2015-12-27 00:00:00,2016-04-05 00:00:00,2016-01-24 00:00:00,-71.0,100.0,Good,736320,KR,Air,EMC Std. Sales Order,IE to KR - 4 - 6 Day Air MIT CORK,"HAN, GYUDON",KR11,,0.0,,INTERNAL - FULLY PROCESSED,High Pay,Product PS level 1,Ex Works
IE10_1000228218,REDINGTON (INDIA) LIMITED,HI,NT07,310360029.0,3700202979,UNIFIED,HARDWARE,IE007,2017-06-17 00:00:00,2017-07-17 00:00:00,2017-08-04 00:00:00,18.0,30.0,Bad,12992,IN,Air,EMC Std. Sales Order,IE to IN - 4 - 6 Day Air MIT CORK,"AISHWARYA, ISHITA",IE10,,,,,Low Pay,Product PS Level 2,Ex Works
JP10_1000349528,NS SOLUTIONS CORPORATION,LOW,EO10,40746201.0,4000094354,CUSTOMER SERVICE,CS HARDWARE,JP001,2017-01-12 00:00:00,2017-03-02 00:00:00,2017-02-28 00:00:00,-2.0,49.0,Good,30637,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
IE10_1000115608,"TODAY SCIENCE & TECHNOLOGY DEVELOPMENT CO., LTD.",LOW,NT07,310230915.0,3700186350,CONNECTRIX,SOFTWARE,CN001,2016-12-12 00:00:00,2017-01-11 00:00:00,2017-01-11 00:00:00,0.0,30.0,Good,150134,CN,,EMC Std. Sales Order,,"SHEN, BARRY",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000381103,HCL TECHNOLOGIES LIMITED,HLD,NT07,40769829.0,3700196588,CUSTOMER SERVICE,CS SOFTWARE,IN001,2018-01-12 00:00:00,2018-01-12 00:00:00,2018-04-12 00:00:00,89.0,0.0,Bad,-5341,IN,,Service and Maint.,,,IE10,,,,,Low Pay,RENEWAL,
IE10_1000255791,INGRAM MICRO INDIA PRIVATE LIMITED,HLD,,30624755.0,3700130814,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,IE007,2015-06-29 00:00:00,2015-06-29 00:00:00,2016-10-06 00:00:00,465.0,0.0,Bad,5597,IN,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Professional Service,Ex Works
IE10_1000255791,INGRAM MICRO INDIA PRIVATE LIMITED,HLD,,30624755.0,3700130814,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,IE007,2015-06-29 00:00:00,2015-06-29 00:00:00,2016-10-06 00:00:00,465.0,0.0,Bad,-5597,IN,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Professional Service,Ex Works
KR10_1000294214,HSBC,LOW,NT07,40589092.0,4700019276,SYMMETRIX,CS SOFTWARE,KR001,2015-11-25 00:00:00,2015-12-25 00:00:00,2016-01-07 00:00:00,13.0,30.0,Good,2519,KR,,Service and Maint.,,,KR10,,0.0,,PROCESSED,Low Pay,RENEWAL,
JP10_1004087196,NETWORLD CORPORATION,NEW,AR90,310419793.0,4000106894,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,JP001,2017-10-23 00:00:00,2018-01-21 00:00:00,2017-11-16 00:00:00,-66.0,90.0,Good,129322,JP,,EMC Std. Sales Order,,"YAMAOKA, MANABU",JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
KR11_1000033899,"KOLON BENIT CO.,LTD",HI,LC08,30416602.0,2230009989,SYMSOFTWARE,SOFTWARE,KH001,2015-08-18 00:00:00,2015-11-26 00:00:00,2015-08-18 00:00:00,-100.0,100.0,Good,310000,KR,,EMC Std. Sales Order,,"NAM, SUNGHYUN",KR11,,0.0,,PROCESSED,High Pay,Product PS level 1,Ex Works
JP10_1000372772,"SUMITOMO MITSUI FINANCE AND LEASING COMPANY, LIMITED",LOW,,,TW1503018,,,JP001,2015-03-27 00:00:00,2015-03-27 00:00:00,2015-03-27 00:00:00,0.0,0.0,Good,-14602,,,,,,JP10,,,,,Low Pay,,
IE10_1000228334,DIMENSION DATA INDIA PVT LIMITED,HI,,,3700160565,,,IE007,2017-11-03 00:00:00,2017-11-03 00:00:00,2017-11-03 00:00:00,0.0,0.0,Good,-473,,,,,,IE10,,,,,Low Pay,,
